SC_project_short_code,SiteID,SampleSeason,SamplingSeasonCode,Year,SeasonSeq,TargetSpecies,TransectNumber,SixLetterCode,PctEncountered,Qualifier,MethodCode
SC_Rocky_It,ALEG,83,FA01,2001,3,phyllospadix,1,ANTELE,0,,T100
SC_Rocky_It,ALEG,83,FA01,2001,3,phyllospadix,1,ARTCOR,,,T100
SC_Rocky_It,ALEG,83,FA01,2001,3,phyllospadix,1,CRUCOR,0,,T100
SC_Rocky_It,ALEG,83,FA01,2001,3,phyllospadix,1,EGRMEN,9,,T100
SC_Rocky_It,ALEG,83,FA01,2001,3,phyllospadix,1,NONCRU,,,T100
SC_Rocky_It,ALEG,83,FA01,2001,3,phyllospadix,1,OTHBRO,,,T100
SC_Rocky_It,ALEG,83,FA01,2001,3,phyllospadix,1,OTHER,,,T100
SC_Rocky_It,ALEG,83,FA01,2001,3,phyllospadix,1,OTHGRE,,,T100
SC_Rocky_It,ALEG,83,FA01,2001,3,phyllospadix,1,OTHINV,0,,T100
SC_Rocky_It,ALEG,83,FA01,2001,3,phyllospadix,1,OTHPLA,4,,T100
SC_Rocky_It,ALEG,83,FA01,2001,3,phyllospadix,1,OTHRED,0,,T100
SC_Rocky_It,ALEG,83,FA01,2001,3,phyllospadix,1,PHRCAL,0,,T100
SC_Rocky_It,ALEG,83,FA01,2001,3,phyllospadix,1,PHYOVE,87,,T100
SC_Rocky_It,ALEG,83,FA01,2001,3,phyllospadix,1,PHYUND,,,T100
SC_Rocky_It,ALEG,83,FA01,2001,3,phyllospadix,1,ROCK,0,,T100
SC_Rocky_It,ALEG,83,FA01,2001,3,phyllospadix,1,SAND,0,,T100
SC_Rocky_It,ALEG,83,FA01,2001,3,phyllospadix,1,SARMUT,0,,T100
SC_Rocky_It,ALEG,83,FA01,2001,3,phyllospadix,2,ANTELE,12,,T100
SC_Rocky_It,ALEG,83,FA01,2001,3,phyllospadix,2,ARTCOR,,,T100
SC_Rocky_It,ALEG,83,FA01,2001,3,phyllospadix,2,CRUCOR,0,,T100
SC_Rocky_It,ALEG,83,FA01,2001,3,phyllospadix,2,EGRMEN,0,,T100
SC_Rocky_It,ALEG,83,FA01,2001,3,phyllospadix,2,NONCRU,,,T100
SC_Rocky_It,ALEG,83,FA01,2001,3,phyllospadix,2,OTHBRO,,,T100
SC_Rocky_It,ALEG,83,FA01,2001,3,phyllospadix,2,OTHER,,,T100
SC_Rocky_It,ALEG,83,FA01,2001,3,phyllospadix,2,OTHGRE,,,T100
SC_Rocky_It,ALEG,83,FA01,2001,3,phyllospadix,2,OTHINV,0,,T100
SC_Rocky_It,ALEG,83,FA01,2001,3,phyllospadix,2,OTHPLA,12,,T100
SC_Rocky_It,ALEG,83,FA01,2001,3,phyllospadix,2,OTHRED,7,,T100
SC_Rocky_It,ALEG,83,FA01,2001,3,phyllospadix,2,PHRCAL,0,,T100
SC_Rocky_It,ALEG,83,FA01,2001,3,phyllospadix,2,PHYOVE,67,,T100
SC_Rocky_It,ALEG,83,FA01,2001,3,phyllospadix,2,PHYUND,,,T100
SC_Rocky_It,ALEG,83,FA01,2001,3,phyllospadix,2,ROCK,1,,T100
SC_Rocky_It,ALEG,83,FA01,2001,3,phyllospadix,2,SAND,1,,T100
SC_Rocky_It,ALEG,83,FA01,2001,3,phyllospadix,2,SARMUT,0,,T100
SC_Rocky_It,ALEG,83,FA01,2001,3,phyllospadix,3,ANTELE,0,,T100
SC_Rocky_It,ALEG,83,FA01,2001,3,phyllospadix,3,ARTCOR,,,T100
SC_Rocky_It,ALEG,83,FA01,2001,3,phyllospadix,3,CRUCOR,0,,T100
SC_Rocky_It,ALEG,83,FA01,2001,3,phyllospadix,3,EGRMEN,0,,T100
SC_Rocky_It,ALEG,83,FA01,2001,3,phyllospadix,3,NONCRU,,,T100
SC_Rocky_It,ALEG,83,FA01,2001,3,phyllospadix,3,OTHBRO,,,T100
SC_Rocky_It,ALEG,83,FA01,2001,3,phyllospadix,3,OTHER,,,T100
SC_Rocky_It,ALEG,83,FA01,2001,3,phyllospadix,3,OTHGRE,,,T100
SC_Rocky_It,ALEG,83,FA01,2001,3,phyllospadix,3,OTHINV,0,,T100
SC_Rocky_It,ALEG,83,FA01,2001,3,phyllospadix,3,OTHPLA,0,,T100
SC_Rocky_It,ALEG,83,FA01,2001,3,phyllospadix,3,OTHRED,2,,T100
SC_Rocky_It,ALEG,83,FA01,2001,3,phyllospadix,3,PHRCAL,0,,T100
SC_Rocky_It,ALEG,83,FA01,2001,3,phyllospadix,3,PHYOVE,96,,T100
SC_Rocky_It,ALEG,83,FA01,2001,3,phyllospadix,3,PHYUND,,,T100
SC_Rocky_It,ALEG,83,FA01,2001,3,phyllospadix,3,ROCK,2,,T100
SC_Rocky_It,ALEG,83,FA01,2001,3,phyllospadix,3,SAND,0,,T100
SC_Rocky_It,ALEG,83,FA01,2001,3,phyllospadix,3,SARMUT,0,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,1,ANTELE,0,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,1,ARTCOR,0,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,1,CHOCAN,0,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,1,CRUCOR,0,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,1,EGRMEN,3,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,1,EGRPHY,,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,1,FILRED,2,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,1,NONCRU,1,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,1,OTHBRO,0,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,1,OTHER,,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,1,OTHGRE,0,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,1,OTHINV,0,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,1,OTHPLA,0,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,1,OTHRED,1,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,1,PHRCAL,0,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,1,PHYOVE,91,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,1,PHYSCP,,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,1,PHYTOP,,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,1,PHYUND,0,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,1,ROCK,1,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,1,SAND,1,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,1,SARMUT,0,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,2,ANTELE,5,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,2,ARTCOR,18,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,2,CHOCAN,3,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,2,CRUCOR,1,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,2,EGRMEN,0,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,2,EGRPHY,,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,2,FILRED,8,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,2,NONCRU,0,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,2,OTHBRO,0,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,2,OTHER,,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,2,OTHGRE,0,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,2,OTHINV,0,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,2,OTHPLA,0,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,2,OTHRED,5,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,2,PHRCAL,0,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,2,PHYOVE,56,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,2,PHYSCP,,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,2,PHYTOP,,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,2,PHYUND,0,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,2,ROCK,4,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,2,SAND,0,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,2,SARMUT,0,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,3,ANTELE,0,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,3,ARTCOR,0,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,3,CHOCAN,0,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,3,CRUCOR,0,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,3,EGRMEN,1,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,3,EGRPHY,,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,3,FILRED,3,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,3,NONCRU,0,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,3,OTHBRO,0,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,3,OTHER,,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,3,OTHGRE,2,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,3,OTHINV,0,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,3,OTHPLA,0,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,3,OTHRED,0,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,3,PHRCAL,0,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,3,PHYOVE,94,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,3,PHYSCP,,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,3,PHYTOP,,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,3,PHYUND,1,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,3,ROCK,0,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,3,SAND,0,,T100
SC_Rocky_It,ALEG,85,SP02,2002,1,phyllospadix,3,SARMUT,0,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,1,ANTELE,0,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,1,ARTCOR,1,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,1,CHOCAN,0,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,1,CRUCOR,1,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,1,EGRMEN,1,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,1,EGRPHY,,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,1,FILRED,2,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,1,NONCRU,1,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,1,OTHBRO,0,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,1,OTHER,,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,1,OTHGRE,1,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,1,OTHINV,0,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,1,OTHPLA,0,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,1,OTHRED,1,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,1,PHRCAL,0,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,1,PHYOVE,89,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,1,PHYSCP,,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,1,PHYTOP,,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,1,PHYUND,1,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,1,ROCK,3,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,1,SAND,0,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,1,SARMUT,0,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,2,ANTELE,8,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,2,ARTCOR,11,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,2,CHOCAN,2,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,2,CRUCOR,0,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,2,EGRMEN,2,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,2,EGRPHY,,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,2,FILRED,8,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,2,NONCRU,0,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,2,OTHBRO,0,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,2,OTHER,,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,2,OTHGRE,3,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,2,OTHINV,0,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,2,OTHPLA,0,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,2,OTHRED,1,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,2,PHRCAL,0,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,2,PHYOVE,65,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,2,PHYSCP,,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,2,PHYTOP,,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,2,PHYUND,2,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,2,ROCK,0,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,2,SAND,0,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,2,SARMUT,0,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,3,ANTELE,0,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,3,ARTCOR,0,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,3,CHOCAN,0,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,3,CRUCOR,0,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,3,EGRMEN,2,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,3,EGRPHY,,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,3,FILRED,0,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,3,NONCRU,0,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,3,OTHBRO,0,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,3,OTHER,,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,3,OTHGRE,0,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,3,OTHINV,0,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,3,OTHPLA,0,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,3,OTHRED,1,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,3,PHRCAL,0,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,3,PHYOVE,97,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,3,PHYSCP,,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,3,PHYTOP,,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,3,PHYUND,2,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,3,ROCK,0,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,3,SAND,0,,T100
SC_Rocky_It,ALEG,87,FA02,2002,3,phyllospadix,3,SARMUT,0,,T100
SC_Rocky_It,ALEG,89,SP03,2003,1,phyllospadix,1,ANTELE,0,,T100
SC_Rocky_It,ALEG,89,SP03,2003,1,phyllospadix,1,ARTCOR,1,,T100
SC_Rocky_It,ALEG,89,SP03,2003,1,phyllospadix,1,BARNAC,0,,T100
SC_Rocky_It,ALEG,89,SP03,2003,1,phyllospadix,1,CHOCAN,0,,T100
SC_Rocky_It,ALEG,89,SP03,2003,1,phyllospadix,1,COLPER,0,,T100
SC_Rocky_It,ALEG,89,SP03,2003,1,phyllospadix,1,CRUCOR,0,,T100
SC_Rocky_It,ALEG,89,SP03,2003,1,phyllospadix,1,DICPAC,0,,T100
SC_Rocky_It,ALEG,89,SP03,2003,1,phyllospadix,1,EGRMEN,1,,T100
SC_Rocky_It,ALEG,89,SP03,2003,1,phyllospadix,1,EISARB,0,,T100
SC_Rocky_It,ALEG,89,SP03,2003,1,phyllospadix,1,FILRED,14,,T100
SC_Rocky_It,ALEG,89,SP03,2003,1,phyllospadix,1,GASSUB,0,,T100
SC_Rocky_It,ALEG,89,SP03,2003,1,phyllospadix,1,GELSPP,0,,T100
SC_Rocky_It,ALEG,89,SP03,2003,1,phyllospadix,1,HALCYS,0,,T100
SC_Rocky_It,ALEG,89,SP03,2003,1,phyllospadix,1,MYTCAL,0,,T100
SC_Rocky_It,ALEG,89,SP03,2003,1,phyllospadix,1,NONCRU,0,,T100
SC_Rocky_It,ALEG,89,SP03,2003,1,phyllospadix,1,OTHBRO,0,,T100
SC_Rocky_It,ALEG,89,SP03,2003,1,phyllospadix,1,OTHGRE,2,,T100
SC_Rocky_It,ALEG,89,SP03,2003,1,phyllospadix,1,OTHINV,0,,T100
SC_Rocky_It,ALEG,89,SP03,2003,1,phyllospadix,1,OTHPLA,0,,T100
SC_Rocky_It,ALEG,89,SP03,2003,1,phyllospadix,1,OTHRED,3,,T100
SC_Rocky_It,ALEG,89,SP03,2003,1,phyllospadix,1,PHRCAL,0,,T100
SC_Rocky_It,ALEG,89,SP03,2003,1,phyllospadix,1,PHYOVE,68,,T100
SC_Rocky_It,ALEG,89,SP03,2003,1,phyllospadix,1,PHYUND,0,,T100
SC_Rocky_It,ALEG,89,SP03,2003,1,phyllospadix,1,ROCK,2,,T100
SC_Rocky_It,ALEG,89,SP03,2003,1,phyllospadix,1,SAND,9,,T100
SC_Rocky_It,ALEG,89,SP03,2003,1,phyllospadix,1,SARMUT,0,,T100
SC_Rocky_It,ALEG,89,SP03,2003,1,phyllospadix,1,TAR,0,,T100
SC_Rocky_It,ALEG,89,SP03,2003,1,phyllospadix,1,UNIDEN,0,,T100
SC_Rocky_It,ALEG,89,SP03,2003,1,phyllospadix,1,ZONSPP,0,,T100
SC_Rocky_It,ALEG,89,SP03,2003,1,phyllospadix,2,ANTELE,10,,T100
SC_Rocky_It,ALEG,89,SP03,2003,1,phyllospadix,2,ARTCOR,12,,T100
SC_Rocky_It,ALEG,89,SP03,2003,1,phyllospadix,2,BARNAC,0,,T100
SC_Rocky_It,ALEG,89,SP03,2003,1,phyllospadix,2,CHOCAN,2,,T100
SC_Rocky_It,ALEG,89,SP03,2003,1,phyllospadix,2,COLPER,0,,T100
SC_Rocky_It,ALEG,89,SP03,2003,1,phyllospadix,2,CRUCOR,0,,T100
SC_Rocky_It,ALEG,89,SP03,2003,1,phyllospadix,2,DICPAC,0,,T100
SC_Rocky_It,ALEG,89,SP03,2003,1,phyllospadix,2,EGRMEN,0,,T100
SC_Rocky_It,ALEG,89,SP03,2003,1,phyllospadix,2,EISARB,0,,T100
SC_Rocky_It,ALEG,89,SP03,2003,1,phyllospadix,2,FILRED,8,,T100
SC_Rocky_It,ALEG,89,SP03,2003,1,phyllospadix,2,GASSUB,4,,T100
SC_Rocky_It,ALEG,89,SP03,2003,1,phyllospadix,2,GELSPP,0,,T100
SC_Rocky_It,ALEG,89,SP03,2003,1,phyllospadix,2,HALCYS,0,,T100
SC_Rocky_It,ALEG,89,SP03,2003,1,phyllospadix,2,MYTCAL,0,,T100
SC_Rocky_It,ALEG,89,SP03,2003,1,phyllospadix,2,NONCRU,0,,T100
SC_Rocky_It,ALEG,89,SP03,2003,1,phyllospadix,2,OTHBRO,0,,T100
SC_Rocky_It,ALEG,89,SP03,2003,1,phyllospadix,2,OTHGRE,1,,T100
SC_Rocky_It,ALEG,89,SP03,2003,1,phyllospadix,2,OTHINV,0,,T100
SC_Rocky_It,ALEG,89,SP03,2003,1,phyllospadix,2,OTHPLA,0,,T100
